,PID,Latitude,Longitude,SalePrice,Neighborhood,price_level,crime_rate,school_quality
72,527108090,42.06299169790579,-93.63605879162316,274725,Gilbert,1,5,10
73,528222050,42.0622131258519,-93.64426567751812,156932,Gilbert,0,5,10
74,902328100,42.02806730612245,-93.61530573469388,144000,OldTown,0,10,5
75,527451410,42.05168394906352,-93.62743413389023,88000,BrDale,0,9,6
76,914476130,41.9957645,-93.60122700000001,148000,Mitchel,0,7,6
77,535453020,42.03713342424243,-93.60600708080808,159000,NAmes,0,9,5
78,535379100,42.03590353061225,-93.61386526530613,120000,OldTown,0,10,5
79,905108190,42.03087976925107,-93.67154223074894,134900,Sawyer,0,5,2
80,905201110,42.03255889795919,-93.6653221632653,185000,Sawyer,0,5,2
81,903227090,42.03345546938776,-93.62348414285714,132500,BrkSide,0,10,5
82,905107300,42.03134108089813,-93.6728131863958,160500,Sawyer,0,5,2
83,903401070,42.02701343509556,-93.62547046323006,165000,BrkSide,0,10,5
84,903230100,42.03150042455403,-93.62472727699644,100000,BrkSide,0,10,5
85,527105010,42.06086624608271,-93.6389765770365,189900,Gilbert,0,5,10
86,528480020,42.052132986853664,-93.64365631551216,227875,Somerst,1,4,7
87,527402130,42.05536916392078,-93.62661906122909,111900,NAmes,0,9,5
88,909251080,42.01780281632653,-93.64647512244898,145000,Crawfor,0,5,2
89,908201120,42.020221,-93.664918,118000,Edwards,0,9,4
90,533221080,42.04615068202805,-93.64578297226852,166000,Somerst,0,4,7
91,535178100,42.04222355411135,-93.61584551930623,148000,NAmes,0,9,5
92,535457050,42.034682897959186,-93.60670769387757,99000,NAmes,0,9,5
93,923226270,41.99233261874817,-93.60312324722656,86000,MeadowV,0,7,6
94,535105090,42.046992315952615,-93.61572734636202,165000,NAmes,0,9,5
95,533253070,42.04299352441229,-93.64930425966442,211500,Greens,1,4,7
96,907280170,42.018014,-93.68135385570422,210000,CollgCr,1,9,3
97,914476450,41.996072999999996,-93.602595,228500,Mitchel,1,7,6
98,535327200,42.03860857142858,-93.61221769387757,132000,NAmes,0,9,5
99,528441090,42.05310115636974,-93.64139716702556,468000,Somerst,2,4,7
100,906426195,42.027877000000004,-93.67912,240000,ClearCr,1,10,4
101,534275170,42.042162555555564,-93.62367055555555,151500,NAmes,0,9,5
102,923226180,41.99253552569278,-93.60262134872585,73000,MeadowV,0,7,6
103,923226320,41.992212332620966,-93.60339916510806,75500,MeadowV,0,7,6
104,528118050,42.060427204081634,-93.65744926530613,500067,NridgHt,2,5,10
105,904300150,42.028289559144355,-93.65878627384564,107500,ClearCr,0,10,4
106,533236050,42.04715891357375,-93.64181224655658,172500,Somerst,0,4,7
107,527354160,42.052555402846295,-93.63559618107858,185000,NWAmes,0,9,6
108,528435040,42.05414909518153,-93.64371993188,311872,Somerst,1,4,7
109,534129230,42.048179474747464,-93.63029399999999,165150,NWAmes,0,9,6
110,535325350,42.038378,-93.61280176470586,125000,NAmes,0,9,5
111,902408080,42.02619203943843,-93.6086438920675,159500,OldTown,0,10,5
112,916455050,41.997036406636354,-93.64683644623206,180500,Timber,0,7,6
113,909276200,42.01867749991436,-93.6423402053147,160000,Crawfor,0,5,2
114,534277060,42.044865,-93.62161800000001,109008,NAmes,0,9,5
115,905107280,42.03134156628693,-93.67289230477071,153000,Sawyer,0,5,2
116,923204050,41.99297998782015,-93.6055428854154,132250,Mitchel,0,7,6
117,531376050,42.037137314031035,-93.69121340618791,184900,SawyerW,0,5,2
118,903454010,42.025105489795905,-93.62720573469387,127000,IDOTRR,0,10,6
119,906412010,42.02721361270797,-93.68678307886385,475000,CollgCr,2,9,3
120,535301060,42.04123331503617,-93.61727799531306,142000,NAmes,0,9,5
121,534453080,42.03602586446804,-93.62847008877344,112000,BrkSide,0,10,5
122,911102180,42.021476657417224,-93.61681127271721,80900,IDOTRR,0,10,6
123,535403210,42.039218,-93.60968100000001,135000,NAmes,0,9,5
124,531382120,42.03586988976251,-93.68915891193909,193500,SawyerW,0,5,2
125,916455120,41.99551603030303,-93.64690749494949,232500,Timber,1,7,6
126,905475510,42.02508273469388,-93.6633366122449,114000,Edwards,0,9,4
127,916326090,42.00072925266047,-93.64966625676165,257000,Timber,1,7,6
128,909101140,42.022083404893664,-93.65586234297449,117000,Edwards,0,9,4
129,907260050,42.016945472759005,-93.68795145142214,213000,CollgCr,1,9,3
130,907131090,42.020881,-93.69058100000001,212000,CollgCr,1,9,3
131,903206160,42.030712910859606,-93.6273229732436,202500,BrkSide,1,10,5
132,528222020,42.061655347958606,-93.64400952242133,185101,Gilbert,0,5,10
133,526352090,42.051454699645845,-93.61846427481623,167000,NAmes,0,9,5
134,534201280,42.04574050623812,-93.62654775999262,138500,NAmes,0,9,5
135,908102330,42.020343414141415,-93.67639185858586,102000,Edwards,0,9,4
136,906385010,42.024613377555006,-93.69205532625902,198900,CollgCr,0,9,3
137,534276230,42.042240595347536,-93.62228029253552,145000,NAmes,0,9,5
138,906420020,42.029717404855596,-93.68220220455852,220000,SawyerW,1,5,2
139,527404120,42.053514279505634,-93.62714799845187,126000,NAmes,0,9,5
140,907192010,42.016892,-93.689424,200000,CollgCr,0,9,3
141,527131030,42.06221430156738,-93.63419894544032,278000,StoneBr,1,5,10
142,527452290,42.04895500520409,-93.62913307832436,145000,NAmes,0,9,5
143,907250030,42.018558209930134,-93.68789159060451,318000,CollgCr,1,9,3
144,909251040,42.017881081632645,-93.64693432653058,146500,Crawfor,0,5,2
145,535377100,42.037159122448976,-93.6122051632653,86900,OldTown,0,10,5
146,528174050,42.059237778697636,-93.64939269814306,213000,NridgHt,1,5,10
147,533128090,42.047999,-93.650289,262000,NoRidge,1,4,7
148,533250110,42.04482523153892,-93.6481061129878,217500,Veenker,1,4,7
149,908186040,42.01896239856682,-93.6701125847686,148000,Edwards,0,9,4
150,903231050,42.0323832020202,-93.6236834040404,113000,BrkSide,0,10,5
151,908152110,42.01879497674418,-93.67513790697674,160500,Edwards,0,9,4
152,535476110,42.03797473457035,-93.6039140588975,145000,NAmes,0,9,5
153,533250050,42.044748171887974,-93.64791854964815,245500,Veenker,1,4,7
154,535325340,42.038378,-93.61274980392156,133500,NAmes,0,9,5
155,909475050,42.011195377898346,-93.64359939425104,198000,Crawfor,0,5,2
156,907196020,42.01690497149853,-93.68856952271436,205000,CollgCr,1,9,3
157,533130160,42.04577395463849,-93.65232379747751,285000,NoRidge,1,4,7
158,535102010,42.048880046728904,-93.61700179201885,175000,NAmes,0,9,5
159,531475220,42.03566380909658,-93.68392168757799,160000,SawyerW,0,5,2
160,527325070,42.0545474,-93.63530666666668,272000,NWAmes,1,9,6
161,911175440,42.019100407352354,-93.61476988525514,115000,IDOTRR,0,10,6
162,903226160,42.033631918367355,-93.62453448979592,134000,BrkSide,0,10,5
163,902134100,42.03025391265237,-93.61426001934532,78000,OldTown,0,10,5
164,902111010,42.03119248315056,-93.61581118310563,111500,OldTown,0,10,5
165,535381040,42.03476542857143,-93.61408520408165,142900,OldTown,0,10,5
166,910202060,42.02266910585261,-93.6253259318155,125500,IDOTRR,0,10,6
167,535477180,42.03487444444443,-93.60366755555556,125500,NAmes,0,9,5
168,908127050,42.0210151632653,-93.67148908163266,119900,Edwards,0,9,4
169,528439010,42.05319034438527,-93.64376476899723,247000,Somerst,1,4,7
170,906223110,42.03093013690148,-93.68199716308956,226500,SawyerW,1,5,2
171,528358010,42.05171935144843,-93.65428032490836,260400,NoRidge,1,4,7
172,532378160,42.03458848484848,-93.66994189898986,135000,Sawyer,0,5,2
173,531450040,42.03471223334514,-93.687856790651,175900,SawyerW,0,5,2
174,527326040,42.05512945519149,-93.63508069267212,82500,NWAmes,0,9,6
175,903204095,42.03348381632653,-93.6257706734694,79500,BrkSide,0,10,5
176,527182170,42.059300612982,-93.63312900362669,207500,StoneBr,1,5,10
177,905105040,42.031084679102676,-93.67588045842474,115000,Sawyer,0,5,2
178,528477020,42.05230299257608,-93.64365697352228,249700,Somerst,1,4,7
179,905202210,42.03214923147222,-93.66717891980689,164000,ClearCr,0,10,4
180,903425190,42.02695466155664,-93.62286472313644,220000,OldTown,1,10,5
181,535150210,42.04218612244898,-93.61728436734694,135000,NAmes,0,9,5
182,535453160,42.036146841115006,-93.60671839298679,133700,NAmes,0,9,5
183,535353130,42.034562891030866,-93.61907956662778,112500,OldTown,0,10,5
184,535456070,42.03473895918368,-93.6077650612245,150000,NAmes,0,9,5
185,908250090,42.01805245,-93.66655328915087,99000,Edwards,0,9,4
186,527452070,42.050471,-93.627279,146300,NPkVill,0,9,6
187,902325100,42.02906930612245,-93.61532728571429,155000,OldTown,0,10,5
188,921126030,41.99298995025634,-93.65327529754713,298751,Timber,1,7,6
189,905401060,42.02864482351206,-93.66624914356966,256000,ClearCr,1,10,4
190,916402125,41.99958722865255,-93.64609469150162,176000,Timber,0,7,6
191,531452010,42.03465549651289,-93.68622907491604,120000,SawyerW,0,5,2
192,528363070,42.051065,-93.655506,321000,NoRidge,1,4,7
193,533208090,42.04772986946443,-93.64603878546193,190000,Somerst,0,4,7
194,534401130,42.0392109,-93.62947840000001,174900,NAmes,0,9,5
195,910203230,42.0208634872324,-93.62945981841196,85000,IDOTRR,0,10,6
196,907420090,42.01452227144189,-93.68374009310392,164990,CollgCr,0,9,3
197,902303100,42.027955843336954,-93.6186268970768,144100,OldTown,0,10,5
198,906392120,42.023266479861064,-93.68911880614316,294900,CollgCr,1,9,3
199,903484080,42.022957979591844,-93.62398130612243,50000,IDOTRR,0,10,6
200,527301320,42.05361420021923,-93.63735972351776,260000,NWAmes,1,9,6
201,527140090,42.06055687660365,-93.63422767405338,180000,StoneBr,0,5,10
202,909428170,42.01264838383838,-93.64039073737374,236500,Crawfor,1,5,2
203,905228050,42.032688,-93.65939200000001,63900,Sawyer,0,5,2
204,533234020,42.04661079961037,-93.64350378515024,223000,Somerst,1,4,7
205,533212100,42.04749027140474,-93.64492734127278,151000,Somerst,0,4,7
206,534475185,42.03475926805175,-93.62560211863472,149500,NAmes,0,9,5
207,905452150,42.025809797201205,-93.6660720519238,149900,Edwards,0,9,4
208,528176010,42.05735590330952,-93.65612294798628,500000,NridgHt,2,5,10
209,535450160,42.039218,-93.60968100000001,92900,NAmes,0,9,5
210,533215040,42.046578786293075,-93.64688583408537,290000,Somerst,1,4,7
211,528104010,42.06314938723892,-93.65417937402002,345474,NridgHt,1,5,10
212,535325090,42.04004260000001,-93.6124554,127000,NAmes,0,9,5
213,909250210,42.018795670013375,-93.64838541912323,102000,SWISU,0,5,2
214,527325110,42.055141,-93.633802,190000,NWAmes,0,9,6
215,910202030,42.022791836734704,-93.62548479591835,75200,IDOTRR,0,10,6
216,535175180,42.044846538804606,-93.61509322351317,108538,NAmes,0,9,5
217,534202160,42.046580774503724,-93.62633287305052,142250,NAmes,0,9,5
218,916403020,41.9980307755102,-93.64656387755102,180000,Timber,0,7,6
219,535354100,42.03484223074918,-93.61721855921348,132000,NAmes,0,9,5
220,905227050,42.033383,-93.660485,152400,Sawyer,0,5,2
221,534451020,42.03605240841249,-93.62874606568023,64000,BrkSide,0,10,5
222,533120030,42.04741032017221,-93.6533032150516,302000,NoRidge,1,4,7
223,905108220,42.031562514724186,-93.67123417821566,137000,Sawyer,0,5,2
224,527165170,42.057411971538116,-93.63599502545436,168000,Gilbert,0,5,10
225,535353190,42.03586727206577,-93.6203006384482,97500,NAmes,0,9,5
226,528315070,42.053875936692656,-93.65469929085656,286000,NoRidge,1,4,7
227,903232060,42.03236318181817,-93.62260554545456,115000,BrkSide,0,10,5
228,906204180,42.03261395653461,-93.68320600000001,209000,SawyerW,1,5,2
229,906475110,42.02452280024765,-93.68225547575493,187500,ClearCr,0,10,4
230,906223040,42.03089965686291,-93.68109655740692,220000,SawyerW,1,5,2
231,909253190,42.0167937755102,-93.64838363265305,91000,SWISU,0,5,2
232,923400150,41.98650252525253,-93.60612031313131,93500,Mitchel,0,7,6
233,923226290,41.99228553979361,-93.60323406682328,79400,MeadowV,0,7,6
234,909282020,42.01582647553629,-93.6427680895134,259500,Crawfor,1,5,2
235,528110110,42.0622569043589,-93.6574877363118,417500,NridgHt,2,5,10
236,534479320,42.03736035134902,-93.62139680717895,132000,NAmes,0,9,5
237,528150110,42.05969691592808,-93.6553784014037,342000,NridgHt,1,5,10
238,906380160,42.024647108395335,-93.6894175696057,194000,CollgCr,0,9,3
239,911370460,42.009410175867174,-93.6154394005922,235000,Crawfor,1,5,2
240,535477090,42.03655078019426,-93.6036697126137,136870,NAmes,0,9,5
241,534478230,42.03619649733313,-93.62245830908866,147000,NAmes,0,9,5
242,906426060,42.02826236005448,-93.68179635857513,277000,ClearCr,1,10,4
243,528235190,42.06055030637491,-93.64365786824769,201490,Gilbert,1,5,10
244,923225440,41.99189830612245,-93.60429612244896,85000,MeadowV,0,7,6
245,923276030,41.98891501194138,-93.60371822707667,149900,Mitchel,0,7,6
246,909425060,42.0146305299342,-93.6429811878083,174500,Crawfor,0,5,2
247,902332030,42.027228738131974,-93.61222826161585,133900,OldTown,0,10,5
248,527105140,42.06085597027575,-93.64016214507029,225000,Gilbert,1,5,10
249,535477150,42.036222982244986,-93.60366895117828,109500,NAmes,0,9,5
250,535327210,42.03946451020408,-93.61222924489796,159000,NAmes,0,9,5
251,533213070,42.04711876691764,-93.64634438338976,179400,Somerst,0,4,7
252,904100100,42.03358356636981,-93.65572973167484,219000,Sawyer,1,5,2
253,528480180,42.05138551893792,-93.64384909097969,261329,Somerst,1,4,7
254,528114040,42.061130413996146,-93.65728995301231,383000,NridgHt,1,5,10
255,528235020,42.06116358191153,-93.64270906146292,179000,Gilbert,0,5,10
256,908275110,42.0193813,-93.6644765,103500,Edwards,0,9,4
257,905103140,42.032292218227745,-93.67466926377169,164500,Sawyer,0,5,2
258,902402260,42.039218,-93.60968100000001,55000,OldTown,0,10,5
259,528235200,42.06060441148522,-93.64364459718288,170000,Gilbert,0,5,10
260,528181060,42.058227651252295,-93.64954088846123,209500,NridgHt,1,5,10
261,923275200,41.98823225980949,-93.60435779961487,124500,Mitchel,0,7,6
262,903451110,42.02550732377964,-93.62826987704071,139400,IDOTRR,0,10,6
263,528181040,42.058211000495035,-93.64963653495819,202665,NridgHt,1,5,10
264,908102110,42.021161836734684,-93.67768277551019,155891,Edwards,0,9,4
265,533217050,42.04694863364057,-93.64577722964748,160000,Somerst,0,4,7
266,533350090,42.037447559088505,-93.65756641532292,150000,Veenker,0,4,7
267,528445070,42.0530506292041,-93.64243274242688,221300,Somerst,1,4,7
268,527212040,42.06057809473684,-93.62884491578949,361919,StoneBr,1,5,10
269,907200270,42.02221155838693,-93.687930042606,134900,CollgCr,0,9,3
270,908201040,42.022373232949136,-93.66488768470606,118000,Edwards,0,9,4
271,907410100,42.0146232814465,-93.68394391958671,195800,CollgCr,0,9,3
272,903481120,42.024135294184624,-93.62415224239899,135000,IDOTRR,0,10,6
273,535453180,42.03708595663889,-93.60675207316099,152000,NAmes,0,9,5
274,907227110,42.02169512244898,-93.6831338979592,133900,CollgCr,0,9,3
275,531453010,42.034671747183744,-93.6849951387715,152000,SawyerW,0,5,2
276,531478010,42.03577746938775,-93.68175228571428,107000,SawyerW,0,5,2
277,535403200,42.038347408163276,-93.60874928571428,120000,NAmes,0,9,5
278,527254020,42.05985571428571,-93.62815914285713,372500,StoneBr,1,5,10
279,527366030,42.05005399823367,-93.63933355890705,220000,Somerst,1,4,7
280,535325460,42.0456477,-93.61650809999999,167000,NAmes,0,9,5
281,528110040,42.063049299999996,-93.6559183,479069,NridgHt,2,5,10
282,906392090,42.02387559248089,-93.68912167103052,233555,CollgCr,1,9,3
283,535452140,42.03584051515153,-93.60777784848484,118900,NAmes,0,9,5
284,535151160,42.0430122,-93.6197207,140000,NAmes,0,9,5
285,535456050,42.034619824192724,-93.60761720639057,130000,NAmes,0,9,5
286,903429110,42.02807554568359,-93.62147152372343,179900,OldTown,0,10,5
287,916455150,41.995512484848476,-93.6471045858586,282000,Timber,1,7,6
288,909425180,42.01339983344091,-93.64416302842115,217500,Crawfor,1,5,2
289,528175050,42.05833398088454,-93.65013950947723,212500,NridgHt,1,5,10
290,910205010,42.0215383877551,-93.62551346938776,126000,IDOTRR,0,10,6
291,533206020,42.0477401256381,-93.64778782365164,280750,Somerst,1,4,7
292,528427020,42.054429584194644,-93.64415341205856,244600,Somerst,1,4,7
293,528458070,42.05079679398725,-93.64676290642835,215200,Somerst,1,4,7
294,903401030,42.0279133,-93.62575915436877,162500,BrkSide,0,10,5
295,909275040,42.02009254387906,-93.6433134674271,138000,Crawfor,0,5,2
296,527163130,42.05871859585295,-93.63789395842964,181316,Gilbert,0,5,10
297,905200350,42.032310918998654,-93.66686222837316,148000,Sawyer,0,5,2
298,528363050,42.05062963265306,-93.65620536734694,315000,NoRidge,1,4,7
299,903233140,42.03143963636364,-93.62236668686869,132000,BrkSide,0,10,5
300,905107070,42.032208316089175,-93.67253772940805,149500,Sawyer,0,5,2
301,528240020,42.061178285695185,-93.641526,183500,Gilbert,0,5,10
302,906225180,42.03150314601391,-93.67996952877064,224500,SawyerW,1,5,2
303,528114010,42.06112214727922,-93.65757749527188,415000,NridgHt,2,5,10
304,907126030,42.02116749369187,-93.69218022846148,155000,CollgCr,0,9,3
305,904100160,42.033505289394334,-93.65783559113643,135000,Sawyer,0,5,2
306,909254130,42.01622585714286,-93.64491606122448,164000,Crawfor,0,5,2
307,535403030,42.04013980676681,-93.61038558320044,128500,NAmes,0,9,5
308,907412010,42.01396975757576,-93.68569576767678,196500,CollgCr,0,9,3
309,903228080,42.033347285714285,-93.6216614489796,131000,BrkSide,0,10,5
310,531452100,42.03562879077359,-93.68623349496264,151000,SawyerW,0,5,2
311,526302030,42.053668,-93.618459,149900,NAmes,0,9,5
312,902106090,42.03136811566622,-93.61886691410051,139900,OldTown,0,10,5
313,527161090,42.0589771228269,-93.640518123423,180000,Gilbert,0,5,10
314,532353120,42.03478771651257,-93.67697466213608,120750,Sawyer,0,5,2
315,535453070,42.03602821212121,-93.60600470707071,154000,NAmes,0,9,5
316,534252110,42.04316111859128,-93.62477456483307,139900,NAmes,0,9,5
317,535327230,42.039533285714285,-93.61222985714285,100000,NAmes,0,9,5
318,905425125,42.028390737082795,-93.66326472996441,240000,ClearCr,1,10,4
319,908103280,42.020001346938784,-93.67378595918369,135000,Edwards,0,9,4
320,528221060,42.06204381370709,-93.64460160186941,174000,Gilbert,0,5,10
321,921128020,41.992886874408,-93.65205791896162,378500,Timber,1,7,6
322,528174040,42.05923104269617,-93.64942373186408,207000,NridgHt,1,5,10
323,909256010,42.01599771428572,-93.64837885714287,131000,SWISU,0,5,2
324,533212060,42.047554433193056,-93.64492689647699,152000,Somerst,0,4,7
325,908204180,42.02005709090909,-93.66493243181816,61500,Edwards,0,9,4
326,533223100,42.046223593854705,-93.64544340848364,147110,Somerst,0,4,7
327,909176180,42.01874163265307,-93.6516226122449,137000,SWISU,0,5,2
328,903475040,42.0267141023798,-93.62297073103441,128500,OldTown,0,10,5
329,535426195,42.039054300535824,-93.60570357400623,207500,NAmes,1,9,5
330,905103040,42.03237701034279,-93.67255115119521,172500,Sawyer,0,5,2
331,528110100,42.062257812827184,-93.65737546477388,380000,NridgHt,1,5,10
332,534431030,42.03919368684427,-93.6217385362576,137000,NAmes,0,9,5
333,905300010,42.02944714893617,-93.67829025531914,130000,Sawyer,0,5,2
334,914474070,41.995241269011075,-93.6035056538022,215000,Mitchel,1,7,6
335,534428100,42.04030279785764,-93.62214108540459,153000,NAmes,0,9,5
336,533350050,42.03728964083625,-93.65819855808628,385000,Veenker,1,4,7
337,908188130,42.018797486844356,-93.66928026366276,130000,Edwards,0,9,4
338,534453150,42.03574847468436,-93.62824103741372,127000,BrkSide,0,10,5
339,528458120,42.05031279999999,-93.64816259999999,270000,Somerst,1,4,7
340,535179050,42.04396232081264,-93.61316938402076,141000,NAmes,0,9,5
341,527302185,42.05530381659817,-93.63647518566609,235000,NWAmes,1,9,6
342,534128190,42.04649121414232,-93.6331231205293,256900,NWAmes,1,9,6
343,528180110,42.057794978750856,-93.65146345283425,336860,NridgHt,1,5,10
344,916176125,42.00149914254683,-93.64995508984913,375000,Timber,1,7,6
345,903454090,42.02410653061224,-93.62709063265306,141000,IDOTRR,0,10,6
346,535457010,42.034821428571426,-93.60598248979592,160000,NAmes,0,9,5
347,528462040,42.050214596203936,-93.64835153270799,182000,Somerst,0,4,7
348,909428120,42.01265586868686,-93.63955761616164,217000,Crawfor,1,5,2
349,916460060,41.99639478049429,-93.64660354427208,195000,Timber,0,7,6
350,528431050,42.0544825,-93.64259794157327,255000,Somerst,1,4,7
351,527110020,42.06067429287489,-93.63712424040321,168500,Gilbert,0,5,10
352,535352080,42.03711651020409,-93.61595657142857,118500,NAmes,0,9,5
353,527402250,42.0545832173913,-93.62643386956522,149900,NAmes,0,9,5
354,535451040,42.037181878787884,-93.60799021212122,119000,NAmes,0,9,5
355,905452050,42.02541185461347,-93.66493873192313,113000,Edwards,0,9,4
356,903225090,42.03342520408163,-93.62554691836736,159000,BrkSide,0,10,5
357,531363010,42.037715458695935,-93.6914019478288,159000,SawyerW,0,5,2
358,923205025,41.991206827994795,-93.60722957089274,168000,Mitchel,0,7,6
359,532377060,42.03492614970521,-93.67217225423157,122000,Sawyer,0,5,2
360,902109160,42.03053925526278,-93.62018697987196,122250,OldTown,0,10,5
361,902128075,42.03226914285714,-93.61400865306122,120000,OldTown,0,10,5
362,528178070,42.05718584898524,-93.65531279784706,421250,NridgHt,2,5,10
363,903225160,42.033743265306114,-93.62556069387756,106900,BrkSide,0,10,5
364,906380170,42.024646999999995,-93.68949394140165,194000,CollgCr,0,9,3
365,528174020,42.059220945512884,-93.64947028383988,204000,NridgHt,1,5,10
366,910201110,42.02250159251306,-93.62691449706048,100000,IDOTRR,0,10,6
367,535325400,42.0456477,-93.61650809999999,105000,NAmes,0,9,5
368,535150070,42.04353949935175,-93.61986377477629,104900,NAmes,0,9,5
369,533254100,42.042245,-93.64702199999999,187000,Veenker,0,4,7
370,533254130,42.043196,-93.64550899999999,181500,Veenker,0,4,7
371,907194110,42.016516626222796,-93.69015542114964,187100,CollgCr,0,9,3
372,531375100,42.03779751992414,-93.69060626586594,158000,SawyerW,0,5,2
373,532477030,42.03735963996447,-93.66125796344345,192000,Veenker,0,4,7
