PID,GrLivArea,school_quality,nb_income,nb_appreciation,crime_rate,YearBuilt,FullBath,HalfBath,BedroomAbvGr,YearRemodAdd,OverallQual,OverallCond,LotArea,X1stFlrSF,X2ndFlrSF,TotalBsmtSF,KitchenQual,GarageQual,BsmtQual,Latitude,Longitude,SalePrice,Predicted,Delta,Prop_Addr,Neighborhood
902304040,2210,5,6,5,0,1880,2,0,5,1950,6,4,9900,1178,1032,1008,2,2,3,42.02814963265306,-93.61707365306123,117500,231819.15862955537,-114319.15862955537,721 CLARK AVE,OldTown
902109130,1701,5,6,5,0,1920,2,0,4,1950,4,6,7627,1101,600,600,2,-,2,42.03028423066889,-93.61908511265285,94550,208614.65054991012,-114064.65054991012,633 9TH ST,OldTown
534451150,1306,5,6,5,0,1940,1,0,3,1966,3,2,5350,1306,-,728,2,-,3,42.035606740800404,-93.62932983124063,76500,190454.48585393294,-113954.48585393294,1422 SUMMIT AVE,BrkSide
908226130,924,4,7,6,1,1941,1,0,2,1950,4,4,12180,672,252,672,2,3,4,42.02159548979592,-93.66032375510204,80000,193896.2271718467,-113896.2271718467,3223 LETTIE ST,Edwards
923226180,630,6,6,3,3,1970,1,0,1,1970,4,6,1470,630,-,630,3,-,4,41.99253552569278,-93.60262134872586,73000,186761.85065634843,-113761.85065634843,633 MEADOW PL,MeadowV
908102030,796,4,7,6,1,1910,1,0,2,1950,5,7,8777,796,-,796,3,-,2,42.020150513094116,-93.67854502390419,85000,198597.6242501397,-113597.62425013969,304 SOUTH DAKOTA AVE,Edwards
902202150,1387,5,6,5,0,1954,2,0,3,1954,5,4,6000,811,576,811,4,3,3,42.03363257142857,-93.60774357142857,93000,206529.91219477108,-113529.91219477108,1228 STAFFORD AVE,OldTown
909175080,438,2,3,7,5,1920,1,0,1,1950,2,5,8400,438,-,290,2,3,3,42.01745576208653,-93.651822,60000,173488.42250753866,-113488.42250753866,507 HAYWARD AVE,SWISU
923226290,1092,6,6,3,3,1972,1,1,3,1972,4,4,1484,546,546,546,3,3,3,41.992285539793606,-93.60323406682329,79400,192751.613164365,-113351.613164365,611 MEADOW PL,MeadowV
911102090,1361,6,6,3,0,1895,1,0,2,1950,4,7,5280,825,536,173,3,2,1,42.02112144948884,-93.61545985798257,89000,202347.92659243604,-113347.92659243604,233 WASHINGTON AVE,IDOTRR
904301375,904,4,7,6,1,1922,0,1,1,1950,1,1,10020,904,-,683,2,-,2,42.02747756354625,-93.66031389994257,61000,174075.04298796502,-113075.04298796502,520 FOREST GLEN,Edwards
905377130,861,4,7,6,1,1940,1,0,1,1950,4,5,12342,861,-,861,3,3,3,42.02404937661948,-93.67240756707396,82500,195501.3159588554,-113001.31595885541,214 HICKORY DR,Edwards
902401090,1248,5,6,5,0,1920,2,0,2,1950,5,7,5976,624,624,624,3,-,3,42.028074708774916,-93.61014271429373,93500,206366.1158506849,-112866.1158506849,115 E 7TH ST,OldTown
923228210,1092,6,6,3,3,1970,1,1,3,1970,4,5,1526,546,546,546,3,-,3,41.9925693,-93.6021357,79500,192254.4478288092,-112754.4478288092,719 MEADOW PL,MeadowV
910203100,672,6,6,3,0,1925,1,0,2,1950,4,4,8534,672,-,432,3,-,2,42.020318,-93.628408,72000,184730.68643358457,-112730.68643358457,301 S RUSSELL AVE,IDOTRR
908275110,1560,4,7,6,1,1956,1,0,2,1956,5,5,11767,1560,-,1150,3,3,3,42.0193813,-93.6644765,103500,216105.5982891077,-112605.5982891077,246 S FRANKLIN AVE,Edwards
909250030,1666,2,3,7,5,1931,1,0,3,1950,5,2,9839,894,772,894,3,-,3,42.01908355102041,-93.64700210204082,100000,212563.9747925125,-112563.97479251251,2326 KNAPP ST,SWISU
904302260,1392,2,3,7,5,1915,1,0,3,1950,5,4,9900,1212,180,1212,3,-,3,42.02674876978161,-93.65688970279852,100000,212525.63756629225,-112525.63756629225,250 CAMPUS AVE 248,SWISU
911104060,572,6,6,3,0,1925,1,0,2,1950,4,6,10200,572,-,572,3,3,3,42.019920661059764,-93.61542733620075,75000,187291.42764790656,-112291.42764790656,317 WASHINGTON AVE,IDOTRR
923225440,1112,6,6,3,3,1976,1,1,3,1976,5,3,2592,536,576,536,3,3,4,41.99189830612245,-93.60429612244897,85000,197234.59661370018,-112234.59661370018,535 MEADOW CT,MeadowV
527451450,948,6,6,2,1,1972,1,1,2,1972,6,5,1680,483,465,483,3,3,3,42.051664961514234,-93.6298432321745,89000,201036.79263306703,-112036.79263306703,1464 BRECKINRIDGE CT,BrDale
904351200,1369,4,7,6,1,1925,2,0,3,1950,6,6,6629,697,672,672,3,3,3,42.02283281632653,-93.65741271428571,103600,215608.70848886285,-112008.70848886285,2919 LINCOLN WAY,Edwards
903481100,1344,6,6,3,0,1915,2,0,3,1950,3,3,10320,808,536,536,3,-,3,42.024136214891946,-93.6240256097643,82375,194257.8701284454,-111882.87012844539,1017 N 2ND ST,IDOTRR
911226010,894,6,6,3,0,1935,1,0,2,1950,3,4,18000,894,-,894,3,3,3,42.0223864145049,-93.60415458704887,81000,192876.1408231231,-111876.1408231231,130 CHERRY AVE,IDOTRR
903476100,840,5,6,5,0,1930,1,0,3,1950,5,7,4388,840,-,672,3,-,3,42.026019624956064,-93.62194150960921,87000,198756.9472954784,-111756.9472954784,510 NORTHWESTERN AVE,OldTown
909253190,790,2,3,7,5,1930,1,0,2,1950,6,5,6292,790,-,768,3,2,4,42.0167937755102,-93.64838363265305,91000,202140.42758309015,-111140.42758309015,612 STANTON AVE,SWISU
923225300,1092,6,6,3,3,1973,1,1,3,1973,4,5,1974,546,546,546,3,3,3,41.991766863187166,-93.60352968637953,83500,194544.45983211097,-111044.45983211097,3413 HARCOURT DR,MeadowV
902136110,1080,5,6,5,0,1890,1,0,3,1996,5,9,5914,684,396,684,4,-,2,42.03024178915276,-93.61083832613981,95000,205799.84028683577,-110799.84028683577,111 9TH ST,OldTown
905101100,1020,2,5,5,5,1875,1,0,2,1996,5,8,6342,780,240,780,3,-,3,42.03445744295302,-93.67430412751678,94000,204746.25997711328,-110746.25997711328,4004 ONTARIO ST,Sawyer
527451400,987,6,6,2,1,1971,1,1,2,1971,6,3,1680,483,504,483,3,3,3,42.05168285625098,-93.62745846084785,89500,200222.33146321322,-110722.33146321322,1318 BARKLEY CT,BrDale
923226320,630,6,6,3,3,1972,1,0,1,1972,4,6,1491,630,-,630,3,-,4,41.992212332620966,-93.60339916510804,75500,186205.5007688224,-110705.50076882241,605 MEADOW PL,MeadowV
903230120,896,5,6,5,0,1946,1,0,2,1950,4,7,5940,896,-,0,3,3,-,42.03141083558686,-93.62472565057041,79000,189644.08316063174,-110644.08316063174,1005 CURTISS AVE,BrkSide
534451130,747,5,6,5,0,1926,1,0,1,1953,4,5,5825,747,-,600,3,3,2,42.0355057683593,-93.62930107326689,79900,190533.2213989543,-110633.22139895431,1414 SUMMIT AVE,BrkSide
903228070,1142,5,6,5,0,1924,1,0,3,1950,5,5,6000,822,320,468,3,3,3,42.03334642857143,-93.62163181632653,93000,203460.06427976917,-110460.06427976917,803 12TH ST,BrkSide
902125160,747,5,6,5,0,1945,1,0,2,1950,4,6,4608,747,-,747,3,3,3,42.03369234693877,-93.61539524489795,80000,190344.96688233,-110344.96688232999,1230 BURNETT AVE,OldTown
910201020,803,6,6,3,0,1941,1,0,2,1950,5,6,5000,803,-,720,3,3,3,42.02278728571429,-93.62725732653061,87000,197296.59432099925,-110296.59432099925,1224 LINCOLN WAY,IDOTRR
903230100,1301,5,6,5,0,1924,1,0,2,1950,5,5,6911,1301,-,1145,2,3,3,42.03150042455403,-93.62472727699644,100000,210096.4976702649,-110096.49767026489,1015 CURTISS AVE,BrkSide
923228370,1092,6,6,3,3,1972,1,1,3,1972,4,6,1890,546,546,546,3,3,3,41.991780641862334,-93.60328538234566,85500,195562.22553533653,-110062.22553533653,3422 HARCOURT DR,MeadowV
908102020,1436,4,7,6,1,1910,2,0,3,2000,4,6,8777,760,676,676,3,3,4,42.02011329977096,-93.67854489522742,98000,207131.68379015807,-109131.68379015807,308 SOUTH DAKOTA AVE,Edwards
909250210,1522,2,3,7,5,1926,2,0,4,1950,5,5,6000,1008,-,1008,3,-,3,42.018795670013375,-93.64838541912323,102000,211110.45592049215,-109110.45592049215,424 STANTON AVE,SWISU
923228080,1092,6,6,3,3,1970,2,1,3,2007,6,9,1477,546,546,546,3,-,3,41.99215551070729,-93.60308638866339,98000,207044.91222102757,-109044.91222102757,626 MEADOW PL,MeadowV
903228060,1342,5,6,5,0,1939,2,0,2,1950,6,5,6000,874,468,739,3,3,3,42.033469265306124,-93.62156881632653,105000,213792.07662575605,-108792.07662575605,1209 HARDING AVE,BrkSide
908204160,1152,4,7,6,1,1955,2,0,2,1955,4,5,6845,1152,-,0,3,-,-,42.0195893,-93.6654029,82500,191230.348929436,-108730.348929436,238 VILLAGE DR 240,Edwards
902206240,1245,5,6,5,0,1920,1,0,3,1962,5,6,8239,1060,185,1008,3,3,3,42.0309689479991,-93.6104506558996,100000,208678.45874739968,-108678.45874739968,922 DUFF AVE,OldTown
905480240,1111,4,7,6,1,1941,1,0,3,1950,5,6,9084,616,495,616,3,3,3,42.02284059853292,-93.66017316218903,95000,203619.43649920216,-108619.43649920216,3121 LINCOLN WAY,Edwards
903232030,808,5,6,5,0,1945,1,0,1,1995,5,6,6120,808,-,0,3,3,-,42.03245227272727,-93.62260726262626,81300,189917.2777311155,-108617.2777311155,1119 ROOSEVELT AVE,BrkSide
904350045,919,2,3,7,5,1940,1,0,3,1950,6,5,6001,600,319,600,3,3,2,42.026007,-93.6585512097175,95000,203316.91985413255,-108316.91985413255,3002 WOODLAND ST,SWISU
908203090,876,4,7,6,1,1959,1,0,3,1959,4,5,6410,876,-,876,3,3,3,42.0194388,-93.66634537502176,85000,193315.00622844734,-108315.00622844734,302 VILLAGE DR,Edwards
531477020,841,2,5,5,5,1950,1,0,2,1950,4,4,8400,841,-,721,3,3,3,42.036558,-93.678898,82000,190218.39952114876,-108218.39952114876,1515 NORTH DAKOTA AVE,SawyerW
903452025,768,6,6,3,0,1930,1,0,1,1950,6,6,6291,768,-,768,3,3,3,42.02547327808115,-93.62550722701606,93850,202063.48074668713,-108213.48074668713,1114 N 4TH ST,IDOTRR
903475060,1889,5,6,5,0,1910,1,1,4,1950,7,4,10120,964,925,925,3,3,3,42.025981634565824,-93.62218509239744,122000,230108.57827755206,-108108.57827755206,519 NORTHWESTERN AVE 521,OldTown
909281030,1091,2,3,7,5,1951,1,0,2,1951,6,5,7801,1091,-,1091,3,3,3,42.017493196411195,-93.63963199612057,104000,212061.65063537392,-108061.65063537392,2006 KILDEE ST,Crawfor
905480090,1362,4,7,6,1,1920,2,0,4,1950,4,5,7550,986,376,951,3,2,3,42.02367945537705,-93.65884226666122,96000,204054.50217868458,-108054.50217868458,3022 STORY ST,Edwards
904352190,1680,2,3,7,5,1910,2,0,2,1950,5,7,6048,936,744,856,3,3,3,42.0229314,-93.65681159770244,114900,222851.8600027018,-107951.86000270181,2825 LINCOLN WAY,SWISU
910206010,845,6,6,3,0,1939,1,0,1,1950,2,4,11067,640,-,0,3,3,-,42.020109857142856,-93.62818671428572,68104,175961.10526267104,-107857.10526267104,328 S RUSSELL AVE,IDOTRR
905475520,943,4,7,6,1,1958,1,0,3,1994,4,5,11515,943,-,0,4,3,-,42.02508203703704,-93.66355788888889,80000,187744.5355247281,-107744.5355247281,309 COLORADO CIR,Edwards
911225110,936,6,6,3,0,1916,1,0,2,1950,3,5,8520,576,360,216,3,-,2,42.02253827375642,-93.60438564862078,78000,185742.84922042303,-107742.84922042303,119 CHERRY AVE,IDOTRR
534451080,720,5,6,5,0,1949,1,0,2,1950,3,6,6627,720,-,0,3,3,-,42.035627,-93.628396,72500,180151.48633604377,-107651.48633604377,1401 RIDGEWOOD AVE,BrkSide
535383120,725,5,6,5,0,1890,1,1,1,1998,3,5,10800,725,-,630,3,3,3,42.03524663636364,-93.61222263636363,78500,186053.3403562674,-107553.3403562674,1326 DOUGLAS AVE,OldTown
903225160,1290,5,6,5,0,1900,1,1,3,2000,6,9,5870,736,554,554,3,2,3,42.03374326530612,-93.62556069387755,106900,214380.74837950748,-107480.74837950748,1232 NORTHWESTERN AVE,BrkSide
923226300,1092,6,6,3,3,1972,1,1,3,1972,4,4,1504,546,546,546,3,3,3,41.992261665241934,-93.60328933021607,85500,192821.18901581565,-107321.18901581565,609 MEADOW PL,MeadowV
923228420,630,6,6,3,3,1972,1,0,1,1972,4,7,1890,630,-,630,3,-,4,41.99186216828855,-93.6033461176431,81000,187951.20871179868,-106951.20871179868,3412 HARCOURT DR,MeadowV
535327230,1764,5,2,4,1,1957,2,1,4,1982,5,3,8838,1764,-,0,3,3,-,42.039533285714285,-93.61222985714285,100000,206895.34826932088,-106895.34826932088,1714 DOUGLAS AVE,NAmes
902108060,1004,5,6,5,0,1930,1,0,2,1950,7,8,3960,502,502,502,4,2,3,42.0313573159518,-93.61585524405645,105000,211863.90469186526,-106863.90469186526,417 10TH ST,OldTown
903225150,765,5,6,5,0,1925,1,0,2,1950,4,7,5000,765,-,765,4,2,3,42.03367965306122,-93.62555793877551,87000,193854.8143404413,-106854.81434044131,1226 NORTHWESTERN AVE,BrkSide
902332030,2291,5,6,5,0,1910,2,0,4,1998,6,6,7200,1260,1031,1214,3,3,3,42.02722873813198,-93.61222826161584,133900,240749.1890982713,-106849.18909827131,621 DOUGLAS AVE 101,OldTown
903235020,616,5,6,5,0,1921,1,0,2,1950,5,7,6000,616,-,616,3,3,3,42.03118540718059,-93.62385053019987,89000,195826.8883099895,-106826.8883099895,1018 10TH ST,BrkSide
