PID,Prop_Addr,location,Latitude,Longitude
528222090,"4302 WELBECK DR, Ames, USA","4302, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06322648533865,-93.64433362330249
528218150,"4103 CRESTMOOR AVE, Ames, USA","4103, Crestmoor Avenue, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06188691068189,-93.64448387960195
903400180,"816 BROOKRIDGE AVE, Ames, USA","816, Brookridge Avenue, Ridgewood, Ames, Story County, Iowa, 50010, United States",42.02954372815348,-93.62737676136398
535453210,"1522 MAXWELL AVE, Ames, USA","1522, Maxwell Avenue, Crestwood, Ames, Story County, Iowa, 50010, United States",42.037273779743664,-93.60675880919582
916386010,"3005 CEDAR LN, Ames, USA","3005, Cedar Lane, Ames, Story County, Iowa, 50014, United States",41.99523381632653,-93.64923497959184
907181090,"5408 CERVANTES DR, Ames, USA","5408, Cervantes Drive, Bentwood, Ames, Story County, Iowa, 50014, United States",42.017335540535086,-93.69270120197211
902206020,"118 E 11TH ST, Ames, USA","118, East 11th Street, Sunrise, Ames, Story County, Iowa, 50010, United States",42.03195016326531,-93.61018020408163
527327050,"3323 BUCHANAN CT, Ames, USA","3323, Buchanan Court, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.05450581967213,-93.6315601147541
527455250,"1115 28TH ST, Ames, USA","1115, 28th Street, North Grand, Ames, Story County, Iowa, 50010, United States",42.048851159119046,-93.62539763059881
528326110,"3013 ALMOND RD, Ames, USA","3013, Almond Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05578479212245,-93.65110150218392
914452190,"302 OPAL CIR, Ames, USA","302, Opal Circle, Ames, Story County, Iowa, 50010, United States",41.99419902380953,-93.60742948809524
535425060,"1903 MEADOWLANE AVE, Ames, USA","1903, Meadowlane Avenue, Gunderland Heights, Ames, Story County, Iowa, 50010, United States",42.04129604081633,-93.60521567346939
532376250,"4015 TORONTO ST, Ames, USA","4015, Toronto Street, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.035861571428576,-93.672579
535379110,"1412 KELLOGG AVE, Ames, USA","1412, Kellogg Avenue, Ames, Story County, Iowa, 50010, United States",42.03594679591837,-93.61386489795919
528118010,"3335 PRESTON CIR, Ames, USA","3335, Preston Circle, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06042873469387,-93.65768375510204
528235160,"3908 WELBECK DR, Ames, USA","3908, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.05971268357939,-93.64377151492386
905478030,"3218 WEST ST, Ames, USA","3218, West Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.024861032246065,-93.66069363575488
902106130,"1010 GRAND AVE, Ames, USA","1010, Grand Avenue, Ames, Story County, Iowa, 50010, United States",42.031462469387755,-93.62020822448979
902102080,"1203 BURNETT AVE, Ames, USA","1203, Burnett Avenue, North Old Town, Ames, Story County, Iowa, 50010, United States",42.03339248979592,-93.61561781632653
909176170,"426 HAYWARD AVE 428, Ames, USA","426, Hayward Avenue, Union Drive, Ames, Story County, Iowa, 50014, United States",42.01869102040816,-93.65162163265306
533206070,"2807 BRISTOL DR, Ames, USA","2807, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.04744045286655,-93.64761628687974
527302020,"3414 EISENHOWER AVE, Ames, USA","3414, Eisenhower Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.05547019086042,-93.63783989426827
907414060,"4824 WALLER ST, Ames, USA","4824, Waller Street, Longview, Ames, Story County, Iowa, 50014, United States",42.01355127272727,-93.68477896969698
904301060,"3012 OAKLAND ST 3014, Ames, USA","3012, Oakland Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.02811888524044,-93.6587373332222
532479020,"1306 SCOTT CIR, Ames, USA","1306, Scott Circle, Ames, Story County, Iowa, 50014, United States",42.034612217391306,-93.660487
528110070,"3207 STOCKBURY ST, Ames, USA","3207, Stockbury Street, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.062261091033875,-93.65618536506653
534429130,"808 NARLAND DR, Ames, USA","808, Narland Drive, Ames, Story County, Iowa, 50010, United States",42.04013450915821,-93.62208412387304
528365060,"2900 RIDGETOP RD, Ames, USA","2900, Ridgetop Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.049582,-93.655958
533135020,"2614 SOUTHRIDGE CIR, Ames, USA","2614, Southridge Circle, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.04729657142857,-93.65029642857142
910203100,"301 S RUSSELL AVE, Ames, USA","301, South Russell Avenue, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.020318,-93.628408
905451390,"310 WESTWOOD DR, Ames, USA","310, Westwood Drive, Ames, Story County, Iowa, 50014, United States",42.0245466193626,-93.66738084341767
533213010,"2805 BRISTOL DR, Ames, USA","2805, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.04742736392327,-93.6475996487335
528118030,"3317 PRESTON CIR, Ames, USA","3317, Preston Circle, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06042781632653,-93.6575430612245
907200340,"5203 SCHUBERT ST, Ames, USA","5203, Schubert Street, Bentwood, Ames, Story County, Iowa, 50014, United States",42.021390115667074,-93.68792039017747
528164060,"3320 FOXLEY DR, Ames, USA","3320, Foxley Drive, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.05847504704884,-93.65680995634683
907202010,"410 THACKERAY AVE, Ames, USA","410, Thackeray Avenue, Hillside, Ames, Story County, Iowa, 50014, United States",42.01967954096487,-93.68657648378274
528186180,"3623 CHILTON AVE, Ames, USA",,,
909250060,"2320 KNAPP ST, Ames, USA","2320, Knapp Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.019084346938776,-93.64689269387755
528315060,"3142 BAYBERRY RD, Ames, USA","3142, Bayberry Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05392142671923,-93.65478466554772
528231020,"3917 WELBECK DR, Ames, USA","3917, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06011711190303,-93.64407676418914
528456230,"2841 ASPEN RD, Ames, USA","2841, Aspen Road, Somerset, Ames, Story County, Iowa, 50010, United States",42.05118981781087,-93.64722440955204
907180120,"5325 CERVANTES DR, Ames, USA","5325, Cervantes Drive, Bentwood, Ames, Story County, Iowa, 50014, United States",42.01751131982996,-93.69065122622848
911370410,"433 ASPEN RIDGE RD, Ames, USA","433, Aspen Ridge Road, Aspen Ridge, Ames, Story County, Iowa, 50010, United States",42.00941067078177,-93.6155758230605
527108090,"4316 HARRISON CIR, Ames, USA","4316, Harrison Circle, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.062991697905794,-93.63605879162317
528222050,"4210 WELBECK DR, Ames, USA","4210, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.0622131258519,-93.64426567751813
528429110,"2416 DALTON CIR, Ames, USA",,,
902328100,"704 BURNETT AVE, Ames, USA","704, Burnett Avenue, Historic Old Town, Ames, Story County, Iowa, 50010, United States",42.02806730612245,-93.61530573469389
527451410,"1314 BARKLEY CT, Ames, USA","1314, Barkley Court, Briardale Square, Ames, Story County, Iowa, 50010, United States",42.05168394906352,-93.62743413389023
914476130,"3007 DIAMOND ST, Ames, USA","3007, Diamond Street, Ames, Story County, Iowa, 50010, United States",41.9957645,-93.601227
535453020,"1523 GLENDALE AVE, Ames, USA","1523, Glendale Avenue, Crestwood, Ames, Story County, Iowa, 50010, United States",42.03713342424243,-93.60600708080808
535379100,"1408 KELLOGG AVE, Ames, USA","1408, Kellogg Avenue, Ames, Story County, Iowa, 50010, United States",42.035903530612245,-93.61386526530612
905108190,"934 MESA VERDE PL, Ames, USA","934, Mesa Verde Place, Ames, Story County, Iowa, 50014, United States",42.03087976925107,-93.67154223074894
905201110,"1124 SCHOLL RD, Ames, USA","1124, Scholl Road, Ames, Story County, Iowa, 50014, United States",42.032558897959184,-93.6653221632653
903227090,"1206 MARSTON AVE, Ames, USA","1206, Marston Avenue, Ames, Story County, Iowa, 50010, United States",42.033455469387754,-93.62348414285714
905107300,"3902 ARKANSAS DR, Ames, USA","3902, Arkansas Drive, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.03134108089813,-93.67281318639581
903401070,"611 RIDGEWOOD AVE, Ames, USA","611, Ridgewood Avenue, Chautauqua Park, Ames, Story County, Iowa, 50010, United States",42.02701343509556,-93.62547046323006
903230100,"1015 CURTISS AVE, Ames, USA","1015, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.03150042455403,-93.62472727699644
527105010,"4025 BERKSHIRE AVE, Ames, USA","4025, Berkshire Avenue, Bloomington Heights, Ames, Story County, Iowa, 50010, United States",42.06086624608271,-93.6389765770365
528480020,"2616 KINGSTON DR, Ames, USA","2616, Kingston Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.052132986853664,-93.64365631551216
527402130,"1217 JEFFERSON ST, Ames, USA","1217, Jefferson Street, Glenview Heights, Ames, Story County, Iowa, 50010, United States",42.05536916392078,-93.6266190612291
909251080,"507 LYNN AVE, Ames, USA","507, Lynn Avenue, Richardson Court, Ames, Story County, Iowa, 50014, United States",42.01780281632653,-93.64647512244898
908201120,"3411 TRIPP ST 3413, Ames, USA","3411, Tripp Street, South Forks, Ames, Story County, Iowa, 50014, United States",42.020221,-93.664918
533221080,"2713 HAMPTON ST, Ames, USA","2713, Hampton Street, Somerset, Ames, Story County, Iowa, 50010, United States",42.04615068202805,-93.64578297226852
535178100,"2004 BURNETT AVE, Ames, USA","2004, Burnett Avenue, Ames, Story County, Iowa, 50010, United States",42.042223554111345,-93.61584551930625
535457050,"1302 MAXWELL AVE, Ames, USA","1302, Maxwell Avenue, Crestwood, Ames, Story County, Iowa, 50010, United States",42.034682897959186,-93.60670769387755
923226270,"615 MEADOW PL, Ames, USA","615, Meadow Place, Ames, Story County, Iowa, 50010, United States",41.992332618748165,-93.60312324722655
535105090,"2527 KELLOGG AVE, Ames, USA","2527, Kellogg Avenue, Broadmoor, Ames, Story County, Iowa, 50010, United States",42.046992315952615,-93.61572734636202
533253070,"2024 PINEHURST DR, Ames, USA","2024, Pinehurst Drive, Schilletter-University Village, Ames, Story County, Iowa, 50010, United States",42.04299352441229,-93.64930425966442
907280170,"4619 CLEMENS BLVD, Ames, USA","4619, Clemens Boulevard, Hillside, Ames, Story County, Iowa, 50014, United States",42.018014,-93.6813538557042
914476450,"703 ONYX ST, Ames, USA","703, Onyx Street, Ames, Story County, Iowa, 50010, United States",41.996073,-93.602595
535327200,"1624 DOUGLAS AVE, Ames, USA","1624, Douglas Avenue, Edgewood Park, Ames, Story County, Iowa, 50010, United States",42.038608571428576,-93.61221769387755
528441090,"2426 YORKSHIRE CIR, Ames, USA","2426, Yorkshire Circle, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05310115636974,-93.64139716702556
906426195,"601 CHELSEA CT, Ames, USA","601, Chelsea Court, Ames, Story County, Iowa, 50014, United States",42.027877,-93.67912
534275170,"2009 ROOSEVELT CIR, Ames, USA","2009, Roosevelt Circle, Melrose Park, Ames, Story County, Iowa, 50010, United States",42.04216255555556,-93.62367055555556
923226180,"633 MEADOW PL, Ames, USA","633, Meadow Place, Ames, Story County, Iowa, 50010, United States",41.99253552569278,-93.60262134872586
923226320,"605 MEADOW PL, Ames, USA","605, Meadow Place, Ames, Story County, Iowa, 50010, United States",41.992212332620966,-93.60339916510804
528118050,"3305 PRESTON CIR, Ames, USA","3305, Preston Circle, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.06042720408163,-93.65744926530613
904300150,"3021 OAKLAND ST, Ames, USA","3021, Oakland Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.02828955914435,-93.65878627384562
533236050,"2510 BRISTOL DR, Ames, USA","2510, Bristol Drive, Somerset, Ames, Story County, Iowa, 50010, United States",42.04715891357376,-93.64181224655658
527354160,"2009 STEVENSON DR, Ames, USA","2009, Stevenson Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.0525554028463,-93.6355961810786
528435040,"2604 DALTON ST, Ames, USA","2604, Dalton Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.054149095181536,-93.64371993188
534129230,"2705 HOOVER AVE, Ames, USA","2705, Hoover Avenue, Ames, Story County, Iowa, 50010, United States",42.04817947474747,-93.630294
535325350,"225 16TH ST, Ames, USA","225, 16th Street, Ames, Story County, Iowa, 50010, United States",42.038378,-93.61280176470588
902408080,"508 CARROLL AVE, Ames, USA","508, Carroll Avenue, Sunrise, Ames, Story County, Iowa, 50010, United States",42.02619203943843,-93.60864389206752
916455050,"2829 WHITE OAK DR, Ames, USA","2829, White Oak Drive, Suncrest, Ames, Story County, Iowa, 50014, United States",41.99703640663635,-93.64683644623203
909276200,"418 PEARSON AVE, Ames, USA","418, Pearson Avenue, Richardson Court, Ames, Story County, Iowa, 50014, United States",42.01867749991436,-93.64234020531468
534277060,"2125 FURMAN DR, Ames, USA","Furman Drive, Melrose Park, Ames, Story County, Iowa, 50010, United States",42.044865,-93.621618
905107280,"3914 ARKANSAS DR, Ames, USA","3914, Arkansas Drive, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.03134156628693,-93.67289230477071
923204050,"3309 SOUTHDALE DR, Ames, USA","3309, Southdale Drive, Ames, Story County, Iowa, 50010, United States",41.99297998782015,-93.60554288541539
531376050,"1508 CALIFORNIA AVE, Ames, USA","1508, California Avenue, Brookview Place, Ames, Story County, Iowa, 50014, United States",42.037137314031035,-93.69121340618793
903454010,"1218 N 3RD ST, Ames, USA","1218, North 3rd Street, Iowa State Center, Ames, Story County, Iowa, 50010, United States",42.02510548979591,-93.62720573469387
906412010,"532 WESTFIELD RD, Ames, USA","532, Westfield Road, Sunset Ridge, Ames, Story County, Iowa, 50014, United States",42.02721361270797,-93.68678307886384
535301060,"1907 CLARK AVE, Ames, USA","1907, Clark Avenue, Ames, Story County, Iowa, 50010, United States",42.041233315036166,-93.61727799531303
534453080,"1430 RIDGEWOOD AVE, Ames, USA","1430, Ridgewood Avenue, Ridgewood, Ames, Story County, Iowa, 50010, United States",42.03602586446804,-93.62847008877344
911102180,"202 S WALNUT AVE, Ames, USA","202, South Walnut Avenue, Ames, Story County, Iowa, 50010, United States",42.021476657417224,-93.6168112727172
535403210,"1604 CARROLL AVE, Ames, USA","Carroll Avenue, Edgewood Terrace, Ames, Story County, Iowa, 50010, United States",42.039218,-93.609681
531382120,"5214 MARYLAND ST, Ames, USA","5214, Maryland Street, Brookview Place, Ontario, Ames, Story County, Iowa, 50014, United States",42.03586988976251,-93.68915891193907
916455120,"2311 SUNCREST DR, Ames, USA","2311, Suncrest Drive, Suncrest, Ames, Story County, Iowa, 50014, United States",41.99551603030303,-93.6469074949495
905475510,"310 COLORADO CIR, Ames, USA","310, Colorado Circle, Ames, Story County, Iowa, 50014, United States",42.025082734693875,-93.6633366122449
916326090,"2320 TIMBERLAND RD, Ames, USA","2320, Timberland Road, Timberlane Heights, Ames, Story County, Iowa, 50014, United States",42.00072925266047,-93.64966625676165
909101140,"2812 WOOD ST, Ames, USA","2812, Wood Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.022083404893664,-93.65586234297449
907260050,"5110 CLEMENS BLVD, Ames, USA","5110, Clemens Boulevard, Bentwood, Ames, Story County, Iowa, 50014, United States",42.016945472759005,-93.68795145142214
907131090,"5300 NORRIS ST, Ames, USA","5300, Norris Street, Bentwood, Ames, Story County, Iowa, 50014, United States",42.020881,-93.690581
903206160,"910 BROOKRIDGE AVE, Ames, USA","910, Brookridge Avenue, Ridgewood, Ames, Story County, Iowa, 50010, United States",42.0307129108596,-93.62732297324361
528222020,"4116 WELBECK DR, Ames, USA","4116, Welbeck Drive, Bloomington Heights West, Ames, Story County, Iowa, 50010, United States",42.06165534795861,-93.64400952242133
526352090,"3010 KELLOGG AVE, Ames, USA","3010, Kellogg Avenue, Northwood Estates, Ames, Story County, Iowa, 50010, United States",42.05145469964584,-93.61846427481623
534201280,"1237 24TH ST, Ames, USA","1237, 24th Street, Schilletter-University Village, Ames, Story County, Iowa, 50010, United States",42.04574050623812,-93.62654775999262
908102330,"301 ABRAHAM DR, Ames, USA","301, Abraham Drive, Ames, Story County, Iowa, 50014, United States",42.020343414141415,-93.67639185858586
906385010,"5505 DURANT ST, Ames, USA","5505, Durant Street, Sunset Ridge, Ames, Story County, Iowa, 50014, United States",42.02461337755501,-93.69205532625902
534276230,"2002 MELROSE AVE, Ames, USA","2002, Melrose Avenue, Melrose Park, Ames, Story County, Iowa, 50010, United States",42.04224059534753,-93.62228029253552
906420020,"923 VERMONT CIR, Ames, USA","923, Vermont Circle, Valley East, Ontario, Ames, Story County, Iowa, 50014, United States",42.0297174048556,-93.68220220455852
527404120,"3203 GARNER AVE, Ames, USA","3203, Garner Avenue, Glenview Heights, Ames, Story County, Iowa, 50010, United States",42.053514279505634,-93.62714799845187
907192010,"5301 CLEMENS BLVD, Ames, USA","5301, Clemens Boulevard, Bentwood, Ames, Story County, Iowa, 50014, United States",42.016892,-93.689424
527131030,"4239 STONE BROOKE RD, Ames, USA","4239, Stone Brooke Road, Stone Brooke, Ames, Story County, Iowa, 50010, United States",42.06221430156738,-93.63419894544032
527452290,"1401 JOHNSON ST, Ames, USA","1401, Johnson Street, North Grand, Ames, Story County, Iowa, 50010, United States",42.04895500520409,-93.62913307832436
907250030,"509 SMILEY AVE, Ames, USA","509, Smiley Avenue, Hillside, Ames, Story County, Iowa, 50014, United States",42.01855820993013,-93.68789159060451
909251040,"2322 BAKER ST, Ames, USA","2322, Baker Street, Union Drive, Ames, Story County, Iowa, 50014, United States",42.01788108163265,-93.64693432653061
535377100,"1502 DOUGLAS AVE, Ames, USA","1502, Douglas Avenue, Edgewood Park, Ames, Story County, Iowa, 50010, United States",42.037159122448976,-93.61220516326532
528174050,"2910 HARRISON RD, Ames, USA","2910, Harrison Road, Northridge Heights, Ames, Story County, Iowa, 50010, United States",42.05923777869763,-93.64939269814306
533128090,"2700 NORTHRIDGE CIR, Ames, USA","2700, North Ridge Circle, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.047999,-93.650289
533250110,"2869 GREENSBORO CIR, Ames, USA","2869, Greensboro Circle, Arbor on the Green, Ames, Story County, Iowa, 50010, United States",42.04482523153892,-93.64810611298782
908186040,"3905 MARIGOLD DR, Ames, USA","3905, Marigold Drive, South Forks, Ames, Story County, Iowa, 50014, United States",42.01896239856682,-93.6701125847686
903231050,"1113 MARSTON AVE, Ames, USA","1113, Marston Avenue, Ames, Story County, Iowa, 50010, United States",42.0323832020202,-93.6236834040404
908152110,"414 WELLONS DR, Ames, USA","414, Wellons Drive, Ames, Story County, Iowa, 50014, United States",42.01879497674418,-93.67513790697674
535476110,"1603 MEADOWLANE AVE 1605, Ames, USA","1603, Meadowlane Avenue, Crestwood, Ames, Story County, Iowa, 50010, United States",42.03797473457034,-93.6039140588975
533250050,"2845 GREENSBORO CIR, Ames, USA","2845, Greensboro Circle, Arbor on the Green, Ames, Story County, Iowa, 50010, United States",42.04474817188798,-93.64791854964817
535325340,"221 16TH ST, Ames, USA","221, 16th Street, Ames, Story County, Iowa, 50010, United States",42.038378,-93.61274980392156
909475050,"2152 ASHMORE DR, Ames, USA","2152, Ashmore Drive, Ames, Story County, Iowa, 50014, United States",42.01119537789834,-93.64359939425104
907196020,"5216 CLEMENS BLVD, Ames, USA","5216, Clemens Boulevard, Bentwood, Ames, Story County, Iowa, 50014, United States",42.016904971498526,-93.68856952271435
533130160,"2424 RIDGETOP CIR, Ames, USA","2424, Ridgetop Circle, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.04577395463849,-93.65232379747752
535102010,"2729 NORTHWOOD DR, Ames, USA","2729, Northwood Drive, Northwood Estates, Ames, Story County, Iowa, 50010, United States",42.04888004672891,-93.61700179201883
531475220,"1404 IDAHO AVE, Ames, USA","1404, Idaho Avenue, Ontario West, Ontario, Ames, Story County, Iowa, 50014, United States",42.035663809096576,-93.68392168757799
527325070,"1904 BUCHANAN DR, Ames, USA","1904, Buchanan Drive, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.054547400000004,-93.63530666666668
911175440,"315 S 4TH ST, Ames, USA","315, South 4th Street, Ames, Story County, Iowa, 50010, United States",42.019100407352354,-93.61476988525514
903226160,"1222 CURTISS AVE, Ames, USA","1222, Curtiss Avenue, Ames, Story County, Iowa, 50010, United States",42.03363191836735,-93.6245344897959
902134100,"321 9TH ST, Ames, USA","321, 9th Street, Historic Old Town, Ames, Story County, Iowa, 50010, United States",42.03025391265237,-93.61426001934532
902111010,"412 10TH ST, Ames, USA","412, 10th Street, Ames, Story County, Iowa, 50010, United States",42.031192483150555,-93.61581118310563
535381040,"1311 KELLOGG AVE, Ames, USA","1311, Kellogg Avenue, Ames, Story County, Iowa, 50010, United States",42.03476542857143,-93.61408520408163
910202060,"109 S MAPLE AVE, Ames, USA","109, South Maple Avenue, Iowa Department of Transportation, Ames, Story County, Iowa, 50010, United States",42.0226691058526,-93.62532593181547
535477180,"1308 MEADOWLANE AVE, Ames, USA","1308, Meadowlane Avenue, Crestwood, Ames, Story County, Iowa, 50010, United States",42.03487444444444,-93.60366755555556
528429120,"2422 DALTON CIR, Ames, USA",,,
908127050,"211 DOTSON DR, Ames, USA","211, Dotson Drive, South Forks, Ames, Story County, Iowa, 50014, United States",42.021015163265304,-93.67148908163266
528439010,"2625 YORKSHIRE ST, Ames, USA","2625, Yorkshire Street, Taylor Glen, Ames, Story County, Iowa, 50010, United States",42.05319034438527,-93.64376476899723
906223110,"1018 VERMONT CT, Ames, USA","1018, Vermont Court, Valley East, Ontario, Ames, Story County, Iowa, 50014, United States",42.03093013690148,-93.68199716308956
528358010,"3127 ASPEN RD, Ames, USA","3127, Aspen Road, Northridge Parkway, Ames, Story County, Iowa, 50014, United States",42.05171935144844,-93.65428032490837
532378160,"3815 ONTARIO ST, Ames, USA","3815, Ontario Street, Ontario, Ames, Story County, Iowa, 50014, United States",42.034588484848484,-93.66994189898989
531450040,"1309 KENTUCKY AVE, Ames, USA","1309, Kentucky Avenue, Patio Homes West, Ontario, Ames, Story County, Iowa, 50014, United States",42.03471223334514,-93.68785679065101
527326040,"3412 TAFT AVE, Ames, USA","3412, Taft Avenue, Parkview Heights;, Ames, Story County, Iowa, 50010, United States",42.055129455191484,-93.63508069267212
903204095,"1209 NORTHWESTERN AVE, Ames, USA","1209, Northwestern Avenue, Ames, Story County, Iowa, 50010, United States",42.03348381632653,-93.62577067346939
527182170,"3908 STONE BROOKE CIR, Ames, USA","3908, Stonebrooke Circle, Stone Brooke, Ames, Story County, Iowa, 50010, United States",42.059300612982,-93.63312900362668
905105040,"1001 ARIZONA AVE, Ames, USA","1001, Arizona Avenue, Ontario Heights, Ontario, Ames, Story County, Iowa, 50014, United States",42.03108467910268,-93.67588045842474
